minutes_watched,CLV,region,channel,CLV_wins,Region,Channel
420.0,119.0,2,3,119.0,Rest_of_the_world,YouTube
1.0,62.58,0,5,62.58,USA/Canada/As,Twitter
94.0,119.0,0,8,119.0,USA/Canada/As,Other
181.0,119.0,0,3,119.0,USA/Canada/As,YouTube
992.0,119.0,2,4,119.0,Rest_of_the_world,LinkedIn
1781.0,119.0,2,1,119.0,Rest_of_the_world,Google
75.0,19.0,1,8,19.0,West_EU,Other
3980.0,64.8,2,7,64.8,Rest_of_the_world,Friend
215.0,62.58,2,2,62.58,Rest_of_the_world,Facebook
67.0,142.05,1,3,142.05,West_EU,YouTube
4957.0,62.58,2,7,62.58,Rest_of_the_world,Friend
310.0,119.0,2,4,119.0,Rest_of_the_world,LinkedIn
349.0,119.0,2,7,119.0,Rest_of_the_world,Friend
1124.0,209.8,1,1,209.8,West_EU,Google
117.0,118.61,0,3,118.61,USA/Canada/As,YouTube
45.0,144.18,1,4,144.18,West_EU,LinkedIn
1511.0,62.58,2,6,62.58,Rest_of_the_world,Instagram
3096.0,119.0,2,4,119.0,Rest_of_the_world,LinkedIn
369.0,62.22,2,4,62.22,Rest_of_the_world,LinkedIn
980.0,17.1,2,7,17.1,Rest_of_the_world,Friend
1921.0,62.58,2,2,62.58,Rest_of_the_world,Facebook
3383.0,72.57,2,7,72.57,Rest_of_the_world,Friend
1222.0,62.58,1,3,62.58,West_EU,YouTube
408.0,121.0,2,6,121.0,Rest_of_the_world,Instagram
34.0,62.58,2,7,62.58,Rest_of_the_world,Friend
803.0,61.2,2,2,61.2,Rest_of_the_world,Facebook
3491.0,119.0,2,4,119.0,Rest_of_the_world,LinkedIn
1459.0,97.87,2,2,97.87,Rest_of_the_world,Facebook
13.0,118.46,0,6,118.46,USA/Canada/As,Instagram
1464.0,77.07,1,7,77.07,West_EU,Friend
4177.0,143.33,1,3,143.33,West_EU,YouTube
353.0,118.84,2,4,118.84,Rest_of_the_world,LinkedIn
5461.0,161.8,2,6,161.8,Rest_of_the_world,Instagram
280.0,146.44,1,1,146.44,West_EU,Google
3131.0,119.0,2,6,119.0,Rest_of_the_world,Instagram
1036.0,119.0,0,8,119.0,USA/Canada/As,Other
356.0,138.64,1,4,138.64,West_EU,LinkedIn
153.0,118.58,0,4,118.58,USA/Canada/As,LinkedIn
475.0,63.0,0,3,63.0,USA/Canada/As,YouTube
163.0,119.0,0,4,119.0,USA/Canada/As,LinkedIn
866.0,119.0,2,6,119.0,Rest_of_the_world,Instagram
1407.0,119.07,0,3,119.07,USA/Canada/As,YouTube
281.0,118.34,2,6,118.34,Rest_of_the_world,Instagram
283.0,43.66,1,8,43.66,West_EU,Other
56.0,119.0,2,7,119.0,Rest_of_the_world,Friend
697.0,141.31,1,4,141.31,West_EU,LinkedIn
126132.0,119.0,2,3,119.0,Rest_of_the_world,YouTube
13.0,118.44,2,4,118.44,Rest_of_the_world,LinkedIn
1740.0,62.58,2,1,62.58,Rest_of_the_world,Google
6299.0,123.56,2,8,123.56,Rest_of_the_world,Other
15051.0,119.0,2,8,119.0,Rest_of_the_world,Other
5807.0,62.58,1,3,62.58,West_EU,YouTube
2636.0,33.05,1,4,33.05,West_EU,LinkedIn
5015.0,145.75,1,2,145.75,West_EU,Facebook
903.0,118.58,0,4,118.58,USA/Canada/As,LinkedIn
384.0,62.58,2,2,62.58,Rest_of_the_world,Facebook
24.0,119.0,0,5,119.0,USA/Canada/As,Twitter
13431.0,64.8,2,3,64.8,Rest_of_the_world,YouTube
1176.0,119.0,0,1,119.0,USA/Canada/As,Google
65.0,184.44,2,3,184.44,Rest_of_the_world,YouTube
352.0,36.0,0,4,36.0,USA/Canada/As,LinkedIn
1002.0,174.0,0,4,174.0,USA/Canada/As,LinkedIn
3597.0,143.99,1,3,143.99,West_EU,YouTube
936.0,118.97,0,7,118.97,USA/Canada/As,Friend
131.0,143.99,1,4,143.99,West_EU,LinkedIn
858.0,64.4,2,7,64.4,Rest_of_the_world,Friend
599.0,119.0,0,3,119.0,USA/Canada/As,YouTube
1854.0,30.6,2,4,30.6,Rest_of_the_world,LinkedIn
4337.0,104.61,1,7,104.61,West_EU,Friend
334.0,14.25,2,2,14.25,Rest_of_the_world,Facebook
1979.0,25.65,2,1,25.65,Rest_of_the_world,Google
1687.0,145.92,1,7,145.92,West_EU,Friend
1425.0,62.58,2,2,62.58,Rest_of_the_world,Facebook
229.0,75.19,2,4,75.19,Rest_of_the_world,LinkedIn
373.0,36.0,2,7,36.0,Rest_of_the_world,Friend
210.0,72.57,2,3,72.57,Rest_of_the_world,YouTube
274.0,62.58,2,2,62.58,Rest_of_the_world,Facebook
312.0,62.58,2,5,62.58,Rest_of_the_world,Twitter
464.0,62.58,2,6,62.58,Rest_of_the_world,Instagram
120.0,62.58,2,8,62.58,Rest_of_the_world,Other
717.0,142.0,1,7,142.0,West_EU,Friend
1060.0,62.58,2,4,62.58,Rest_of_the_world,LinkedIn
358.0,119.0,2,6,119.0,Rest_of_the_world,Instagram
3012.0,34.2,2,7,34.2,Rest_of_the_world,Friend
19415.0,202.72,0,4,202.72,USA/Canada/As,LinkedIn
356.0,62.58,2,7,62.58,Rest_of_the_world,Friend
474.0,144.53,1,7,144.53,West_EU,Friend
517.0,119.0,0,8,119.0,USA/Canada/As,Other
1289.0,36.0,2,4,36.0,Rest_of_the_world,LinkedIn
358.0,119.0,0,6,119.0,USA/Canada/As,Instagram
60.0,36.0,0,7,36.0,USA/Canada/As,Friend
2087.0,14.25,2,6,14.25,Rest_of_the_world,Instagram
520.0,156.0,2,7,156.0,Rest_of_the_world,Friend
3378.0,119.0,0,7,119.0,USA/Canada/As,Friend
109.0,62.58,2,4,62.58,Rest_of_the_world,LinkedIn
1040.0,62.58,2,2,62.58,Rest_of_the_world,Facebook
16.0,118.58,0,8,118.58,USA/Canada/As,Other
486.0,119.0,2,3,119.0,Rest_of_the_world,YouTube
1399.0,84.96,2,4,84.96,Rest_of_the_world,LinkedIn
193.0,119.0,2,4,119.0,Rest_of_the_world,LinkedIn
391.0,118.57,0,4,118.57,USA/Canada/As,LinkedIn
220.0,121.0,2,1,121.0,Rest_of_the_world,Google
14.0,119.0,0,1,119.0,USA/Canada/As,Google
173.0,119.0,0,7,119.0,USA/Canada/As,Friend
156.0,138.63,0,7,138.63,USA/Canada/As,Friend
1400.0,36.0,0,4,36.0,USA/Canada/As,LinkedIn
445.0,119.05,0,3,119.05,USA/Canada/As,YouTube
41.0,118.79,0,3,118.79,USA/Canada/As,YouTube
507.0,119.26,0,3,119.26,USA/Canada/As,YouTube
462.0,62.58,2,2,62.58,Rest_of_the_world,Facebook
2165.0,119.0,0,7,119.0,USA/Canada/As,Friend
298.0,62.58,2,7,62.58,Rest_of_the_world,Friend
52.0,119.28,0,4,119.28,USA/Canada/As,LinkedIn
10842.0,62.68,0,6,62.68,USA/Canada/As,Instagram
1032.0,96.99,2,7,96.99,Rest_of_the_world,Friend
2725.0,36.0,2,8,36.0,Rest_of_the_world,Other
609.0,118.89,2,2,118.89,Rest_of_the_world,Facebook
1749.0,121.46,2,1,121.46,Rest_of_the_world,Google
38.0,119.0,0,3,119.0,USA/Canada/As,YouTube
445.0,144.01,1,6,144.01,West_EU,Instagram
1450.0,19.0,2,2,19.0,Rest_of_the_world,Facebook
458.0,119.0,2,3,119.0,Rest_of_the_world,YouTube
1784.0,62.58,2,3,62.58,Rest_of_the_world,YouTube
266.0,149.99,0,6,149.99,USA/Canada/As,Instagram
1496.0,138.0,2,1,138.0,Rest_of_the_world,Google
1371.0,62.58,2,6,62.58,Rest_of_the_world,Instagram
199.0,119.0,0,4,119.0,USA/Canada/As,LinkedIn
4401.0,143.2,2,1,143.2,Rest_of_the_world,Google
4281.0,65.9,2,2,65.9,Rest_of_the_world,Facebook
1117.0,182.78,1,6,182.78,West_EU,Instagram
168.0,143.05,1,2,143.05,West_EU,Facebook
424.0,62.58,0,7,62.58,USA/Canada/As,Friend
1116.0,153.08,0,3,153.08,USA/Canada/As,YouTube
1365.0,119.33,0,4,119.33,USA/Canada/As,LinkedIn
400.0,62.58,2,7,62.58,Rest_of_the_world,Friend
21174.0,21.81,2,2,21.81,Rest_of_the_world,Facebook
24.0,119.28,0,1,119.28,USA/Canada/As,Google
104.0,62.58,2,1,62.58,Rest_of_the_world,Google
914.0,119.0,2,6,119.0,Rest_of_the_world,Instagram
453.0,141.57,2,8,141.57,Rest_of_the_world,Other
1030.0,62.58,2,4,62.58,Rest_of_the_world,LinkedIn
1563.0,62.57,2,1,62.57,Rest_of_the_world,Google
1424.0,62.57,1,1,62.57,West_EU,Google
975.0,146.13,2,7,146.13,Rest_of_the_world,Friend
1681.0,34.2,2,7,34.2,Rest_of_the_world,Friend
385.0,142.33,1,7,142.33,West_EU,Friend
3459.0,23.37,1,8,23.37,West_EU,Other
12927.0,180.71,1,8,180.71,West_EU,Other
5993.0,34.2,2,2,34.2,Rest_of_the_world,Facebook
16008.0,141.27,1,8,141.27,West_EU,Other
580.0,62.56,2,1,62.56,Rest_of_the_world,Google
18.0,43.77,1,3,43.77,West_EU,YouTube
220.0,43.2,1,7,43.2,West_EU,Friend
412.0,119.0,2,7,119.0,Rest_of_the_world,Friend
2853.0,62.58,2,4,62.58,Rest_of_the_world,LinkedIn
706.0,62.57,2,3,62.57,Rest_of_the_world,YouTube
674.0,62.58,2,4,62.58,Rest_of_the_world,LinkedIn
1922.0,19.0,2,3,19.0,Rest_of_the_world,YouTube
595.0,119.0,2,8,119.0,Rest_of_the_world,Other
659.0,119.0,2,3,119.0,Rest_of_the_world,YouTube
398.0,119.0,0,3,119.0,USA/Canada/As,YouTube
1365.0,48.6,0,8,48.6,USA/Canada/As,Other
172.0,119.0,0,2,119.0,USA/Canada/As,Facebook
8647.0,287.68,1,2,281.105,West_EU,Facebook
206.0,164.0,2,7,164.0,Rest_of_the_world,Friend
325.0,62.58,2,7,62.58,Rest_of_the_world,Friend
168.0,118.97,0,1,118.97,USA/Canada/As,Google
2395.0,118.78,0,3,118.78,USA/Canada/As,YouTube
2867.0,74.47,1,8,74.47,West_EU,Other
363.0,74.47,1,7,74.47,West_EU,Friend
185.0,138.01,0,7,138.01,USA/Canada/As,Friend
7.0,19.0,2,3,19.0,Rest_of_the_world,YouTube
975.0,62.58,2,7,62.58,Rest_of_the_world,Friend
238.0,119.0,0,2,119.0,USA/Canada/As,Facebook
652.0,142.56,2,1,142.56,Rest_of_the_world,Google
1122.0,119.0,0,4,119.0,USA/Canada/As,LinkedIn
482.0,118.42,1,8,118.42,West_EU,Other
8.0,130.0,0,1,130.0,USA/Canada/As,Google
319.0,62.57,2,1,62.57,Rest_of_the_world,Google
121.0,62.58,2,4,62.58,Rest_of_the_world,LinkedIn
11725.0,119.0,2,2,119.0,Rest_of_the_world,Facebook
185.0,118.62,1,8,118.62,West_EU,Other
9481.0,143.93,1,8,143.93,West_EU,Other
785.0,19.0,2,7,19.0,Rest_of_the_world,Friend
194.0,172.71,0,1,172.71,USA/Canada/As,Google
5255.0,118.79,0,3,118.79,USA/Canada/As,YouTube
216.0,62.58,2,4,62.58,Rest_of_the_world,LinkedIn
1153.0,119.0,2,3,119.0,Rest_of_the_world,YouTube
1136.0,91.5,2,1,91.5,Rest_of_the_world,Google
2722.0,34.2,2,7,34.2,Rest_of_the_world,Friend
1385.0,62.58,2,7,62.58,Rest_of_the_world,Friend
1729.0,62.58,2,2,62.58,Rest_of_the_world,Facebook
201.0,119.0,2,8,119.0,Rest_of_the_world,Other
988.0,96.99,2,7,96.99,Rest_of_the_world,Friend
909.0,240.0,1,7,240.0,West_EU,Friend
704.0,68.36,2,4,68.36,Rest_of_the_world,LinkedIn
1472.0,174.79,0,2,174.79,USA/Canada/As,Facebook
1414.0,119.0,0,1,119.0,USA/Canada/As,Google
1844.0,78.87,2,7,78.87,Rest_of_the_world,Friend
2349.0,63.63,2,4,63.63,Rest_of_the_world,LinkedIn
1735.0,62.58,2,2,62.58,Rest_of_the_world,Facebook
186.0,149.99,0,7,149.99,USA/Canada/As,Friend
82.0,118.93,0,5,118.93,USA/Canada/As,Twitter
1132.0,113.04,1,7,113.04,West_EU,Friend
848.0,91.5,2,1,91.5,Rest_of_the_world,Google
885.0,50.18,1,1,50.18,West_EU,Google
1314.0,36.0,2,6,36.0,Rest_of_the_world,Instagram
1197.0,142.69,1,5,142.69,West_EU,Twitter
5361.0,125.3,1,3,125.3,West_EU,YouTube
173.0,62.58,2,3,62.58,Rest_of_the_world,YouTube
437.0,143.95,1,3,143.95,West_EU,YouTube
626.0,143.25,1,7,143.25,West_EU,Friend
415.0,19.0,2,7,19.0,Rest_of_the_world,Friend
479.0,119.0,0,3,119.0,USA/Canada/As,YouTube
1064.0,119.0,2,8,119.0,Rest_of_the_world,Other
70.0,119.0,0,8,119.0,USA/Canada/As,Other
3957.0,118.58,0,6,118.58,USA/Canada/As,Instagram
899.0,119.0,2,2,119.0,Rest_of_the_world,Facebook
1078.0,62.58,2,2,62.58,Rest_of_the_world,Facebook
4936.0,119.24,0,2,119.24,USA/Canada/As,Facebook
844.0,174.0,0,5,174.0,USA/Canada/As,Twitter
197.0,97.0,0,8,97.0,USA/Canada/As,Other
141.0,119.0,0,4,119.0,USA/Canada/As,LinkedIn
1231.0,119.0,0,7,119.0,USA/Canada/As,Friend
2303.0,62.58,2,7,62.58,Rest_of_the_world,Friend
3104.0,50.32,2,7,50.32,Rest_of_the_world,Friend
748.0,64.8,0,7,64.8,USA/Canada/As,Friend
2865.0,64.8,2,1,64.8,Rest_of_the_world,Google
1428.0,36.0,0,8,36.0,USA/Canada/As,Other
2574.0,62.58,2,7,62.58,Rest_of_the_world,Friend
198.0,19.0,2,3,19.0,Rest_of_the_world,YouTube
3541.0,93.56,0,2,93.56,USA/Canada/As,Facebook
238.0,19.0,2,1,19.0,Rest_of_the_world,Google
4032.0,64.8,2,4,64.8,Rest_of_the_world,LinkedIn
213.0,62.58,2,7,62.58,Rest_of_the_world,Friend
467.0,34.2,2,3,34.2,Rest_of_the_world,YouTube
286.0,141.19,1,3,141.19,West_EU,YouTube
855.0,119.0,0,3,119.0,USA/Canada/As,YouTube
388.0,62.58,2,3,62.58,Rest_of_the_world,YouTube
60.0,119.36,0,2,119.36,USA/Canada/As,Facebook
358.0,142.82,2,3,142.82,Rest_of_the_world,YouTube
1765.0,119.0,2,7,119.0,Rest_of_the_world,Friend
1906.0,62.58,2,1,62.58,Rest_of_the_world,Google
1533.0,141.64,1,1,141.64,West_EU,Google
3859.0,35.91,2,1,35.91,Rest_of_the_world,Google
42.0,143.28,1,8,143.28,West_EU,Other
785.0,348.0,2,1,281.105,Rest_of_the_world,Google
84.0,149.51,1,7,149.51,West_EU,Friend
1005.0,62.58,2,8,62.58,Rest_of_the_world,Other
1461.0,62.58,2,1,62.58,Rest_of_the_world,Google
303.0,246.0,2,8,246.0,Rest_of_the_world,Other
415.0,119.0,0,3,119.0,USA/Canada/As,YouTube
12.0,143.0,0,1,143.0,USA/Canada/As,Google
817.0,119.0,0,8,119.0,USA/Canada/As,Other
1135.0,80.3,2,7,80.3,Rest_of_the_world,Friend
458.0,43.4,1,8,43.4,West_EU,Other
12279.0,78.88,2,3,78.88,Rest_of_the_world,YouTube
599.0,64.8,0,8,64.8,USA/Canada/As,Other
2366.0,119.0,0,4,119.0,USA/Canada/As,LinkedIn
1784.0,62.58,2,2,62.58,Rest_of_the_world,Facebook
1253.0,62.58,2,4,62.58,Rest_of_the_world,LinkedIn
393.0,119.01,1,1,119.01,West_EU,Google
433.0,119.0,2,4,119.0,Rest_of_the_world,LinkedIn
1964.0,166.35,1,2,166.35,West_EU,Facebook
2108.0,119.37,0,7,119.37,USA/Canada/As,Friend
830.0,119.0,2,1,119.0,Rest_of_the_world,Google
226.0,72.57,2,8,72.57,Rest_of_the_world,Other
29768.0,44.65,2,2,44.65,Rest_of_the_world,Facebook
208.0,142.27,1,4,142.27,West_EU,LinkedIn
251.0,62.57,2,6,62.57,Rest_of_the_world,Instagram
379.0,19.0,2,3,19.0,Rest_of_the_world,YouTube
996.0,36.0,2,8,36.0,Rest_of_the_world,Other
252.0,62.58,2,4,62.58,Rest_of_the_world,LinkedIn
34.0,118.82,0,4,118.82,USA/Canada/As,LinkedIn
1.0,119.0,0,6,119.0,USA/Canada/As,Instagram
6063.0,34.21,2,4,34.21,Rest_of_the_world,LinkedIn
409.0,62.58,2,2,62.58,Rest_of_the_world,Facebook
512.0,119.0,2,7,119.0,Rest_of_the_world,Friend
255.0,174.0,0,7,174.0,USA/Canada/As,Friend
1503.0,118.71,0,7,118.71,USA/Canada/As,Friend
645.0,19.0,2,6,19.0,Rest_of_the_world,Instagram
171.0,118.84,0,1,118.84,USA/Canada/As,Google
812.0,119.0,0,3,119.0,USA/Canada/As,YouTube
334.0,25.2,2,4,25.2,Rest_of_the_world,LinkedIn
112.0,119.34,2,3,119.34,Rest_of_the_world,YouTube
208.0,119.0,2,5,119.0,Rest_of_the_world,Twitter
654.0,142.14,1,3,142.14,West_EU,YouTube
1.0,174.11,2,3,174.11,Rest_of_the_world,YouTube
484.0,142.82,2,2,142.82,Rest_of_the_world,Facebook
499.0,144.25,1,2,144.25,West_EU,Facebook
3499.0,19.0,2,7,19.0,Rest_of_the_world,Friend
4.0,118.4,0,3,118.4,USA/Canada/As,YouTube
1111.0,14.25,2,4,14.25,Rest_of_the_world,LinkedIn
528.0,62.58,2,5,62.58,Rest_of_the_world,Twitter
7548.0,34.2,2,7,34.2,Rest_of_the_world,Friend
399.0,119.0,2,4,119.0,Rest_of_the_world,LinkedIn
4249.0,119.25,0,3,119.25,USA/Canada/As,YouTube
1191.0,151.22,2,2,151.22,Rest_of_the_world,Facebook
110.0,119.0,2,3,119.0,Rest_of_the_world,YouTube
694.0,62.58,2,1,62.58,Rest_of_the_world,Google
574.0,62.58,2,7,62.58,Rest_of_the_world,Friend
3160.0,134.88,0,4,134.88,USA/Canada/As,LinkedIn
207.0,62.58,2,7,62.58,Rest_of_the_world,Friend
249.0,62.58,2,3,62.58,Rest_of_the_world,YouTube
1871.0,62.58,2,6,62.58,Rest_of_the_world,Instagram
416.0,138.65,0,1,138.65,USA/Canada/As,Google
153.0,149.16,1,6,149.16,West_EU,Instagram
1496.0,143.71,1,4,143.71,West_EU,LinkedIn
286.0,118.97,2,4,118.97,Rest_of_the_world,LinkedIn
92.0,119.34,0,4,119.34,USA/Canada/As,LinkedIn
88.0,119.0,0,3,119.0,USA/Canada/As,YouTube
1417.0,218.0,0,4,218.0,USA/Canada/As,LinkedIn
253.0,142.29,1,7,142.29,West_EU,Friend
1227.0,119.0,0,7,119.0,USA/Canada/As,Friend
134.0,62.58,2,7,62.58,Rest_of_the_world,Friend
3.0,119.0,0,3,119.0,USA/Canada/As,YouTube
3038.0,27.0,0,8,27.0,USA/Canada/As,Other
2730.0,62.57,2,4,62.57,Rest_of_the_world,LinkedIn
109.0,119.34,0,4,119.34,USA/Canada/As,LinkedIn
1399.0,62.58,2,7,62.58,Rest_of_the_world,Friend
254.0,119.42,2,1,119.42,Rest_of_the_world,Google
278.0,181.39,1,1,181.39,West_EU,Google
30.0,1.0,2,8,1.0,Rest_of_the_world,Other
618.0,119.0,2,6,119.0,Rest_of_the_world,Instagram
1230.0,172.78,0,3,172.78,USA/Canada/As,YouTube
42.0,62.57,2,3,62.57,Rest_of_the_world,YouTube
27485.0,179.82,0,1,179.82,USA/Canada/As,Google
146.0,156.0,2,3,156.0,Rest_of_the_world,YouTube
105.0,119.0,2,6,119.0,Rest_of_the_world,Instagram
780.0,119.0,0,3,119.0,USA/Canada/As,YouTube
2892.0,120.39,0,1,120.39,USA/Canada/As,Google
6013.0,119.15,0,4,119.15,USA/Canada/As,LinkedIn
248.0,144.39,1,6,144.39,West_EU,Instagram
411.0,118.58,2,4,118.58,Rest_of_the_world,LinkedIn
10.0,141.87,1,4,141.87,West_EU,LinkedIn
47.0,119.0,0,8,119.0,USA/Canada/As,Other
1777.0,217.23,0,6,217.23,USA/Canada/As,Instagram
462.0,146.68,2,3,146.68,Rest_of_the_world,YouTube
859.0,62.58,2,4,62.58,Rest_of_the_world,LinkedIn
7870.0,28.5,2,7,28.5,Rest_of_the_world,Friend
93.0,119.0,0,3,119.0,USA/Canada/As,YouTube
723.0,119.0,2,3,119.0,Rest_of_the_world,YouTube
348.0,49.74,1,1,49.74,West_EU,Google
4.0,62.58,2,1,62.58,Rest_of_the_world,Google
253.0,119.0,2,3,119.0,Rest_of_the_world,YouTube
1040.0,142.8,1,7,142.8,West_EU,Friend
878.0,141.55,1,3,141.55,West_EU,YouTube
3.0,119.0,2,7,119.0,Rest_of_the_world,Friend
30.0,0.0,2,2,0.0,Rest_of_the_world,Facebook
1915.0,36.0,2,7,36.0,Rest_of_the_world,Friend
2655.0,25.65,2,1,25.65,Rest_of_the_world,Google
2099.0,142.21,1,7,142.21,West_EU,Friend
43.0,184.44,2,1,184.44,Rest_of_the_world,Google
224.0,119.0,0,4,119.0,USA/Canada/As,LinkedIn
28.0,75.2,2,2,75.2,Rest_of_the_world,Facebook
7587.0,91.8,2,7,91.8,Rest_of_the_world,Friend
1395.0,62.58,2,7,62.58,Rest_of_the_world,Friend
985.0,19.0,2,7,19.0,Rest_of_the_world,Friend
592.0,184.44,0,1,184.44,USA/Canada/As,Google
380.5,119.0,0,3,119.0,USA/Canada/As,YouTube
384.0,118.61,0,3,118.61,USA/Canada/As,YouTube
8.0,62.58,2,6,62.58,Rest_of_the_world,Instagram
232.0,27.0,2,1,27.0,Rest_of_the_world,Google
426.0,119.0,2,3,119.0,Rest_of_the_world,YouTube
706.0,149.99,0,2,149.99,USA/Canada/As,Facebook
6643.0,118.86,2,4,118.86,Rest_of_the_world,LinkedIn
835.0,118.97,0,3,118.97,USA/Canada/As,YouTube
15.0,119.0,0,7,119.0,USA/Canada/As,Friend
178.0,51.0,2,3,51.0,Rest_of_the_world,YouTube
295.0,62.58,2,4,62.58,Rest_of_the_world,LinkedIn
291.0,62.58,2,6,62.58,Rest_of_the_world,Instagram
4033.0,64.8,0,1,64.8,USA/Canada/As,Google
531.0,119.0,0,4,119.0,USA/Canada/As,LinkedIn
1207.0,119.0,2,3,119.0,Rest_of_the_world,YouTube
921.0,119.0,0,1,119.0,USA/Canada/As,Google
562.0,62.58,2,4,62.58,Rest_of_the_world,LinkedIn
389.0,62.58,2,2,62.58,Rest_of_the_world,Facebook
1.0,63.63,0,1,63.63,USA/Canada/As,Google
346.0,141.17,2,2,141.17,Rest_of_the_world,Facebook
402.0,119.0,0,3,119.0,USA/Canada/As,YouTube
41.0,118.43,0,1,118.43,USA/Canada/As,Google
257.0,42.96,1,1,42.96,West_EU,Google
615.0,119.02,2,1,119.02,Rest_of_the_world,Google
40.0,119.0,0,3,119.0,USA/Canada/As,YouTube
696.0,36.0,0,3,36.0,USA/Canada/As,YouTube
478.0,119.0,0,3,119.0,USA/Canada/As,YouTube
26.0,97.12,2,3,97.12,Rest_of_the_world,YouTube
23.0,119.0,0,8,119.0,USA/Canada/As,Other
8262.0,62.58,2,1,62.58,Rest_of_the_world,Google
1.0,62.58,2,1,62.58,Rest_of_the_world,Google
345.0,138.0,2,1,138.0,Rest_of_the_world,Google
66.0,119.0,2,8,119.0,Rest_of_the_world,Other
158.0,197.87,2,7,197.87,Rest_of_the_world,Friend
628.0,62.58,2,2,62.58,Rest_of_the_world,Facebook
512.0,27.0,2,4,27.0,Rest_of_the_world,LinkedIn
472.0,141.64,1,3,141.64,West_EU,YouTube
222.0,119.0,0,1,119.0,USA/Canada/As,Google
382.0,62.58,2,2,62.58,Rest_of_the_world,Facebook
2034.0,62.58,2,3,62.58,Rest_of_the_world,YouTube
2032.0,141.64,2,6,141.64,Rest_of_the_world,Instagram
920.0,62.58,2,6,62.58,Rest_of_the_world,Instagram
41.0,118.76,0,1,118.76,USA/Canada/As,Google
388.0,62.58,2,7,62.58,Rest_of_the_world,Friend
435.0,119.0,0,3,119.0,USA/Canada/As,YouTube
582.0,48.6,0,7,48.6,USA/Canada/As,Friend
183.0,119.0,0,4,119.0,USA/Canada/As,LinkedIn
152.0,119.3,0,4,119.3,USA/Canada/As,LinkedIn
1233.0,119.0,2,6,119.0,Rest_of_the_world,Instagram
74.0,119.0,2,7,119.0,Rest_of_the_world,Friend
323.0,119.0,0,4,119.0,USA/Canada/As,LinkedIn
99.0,96.44,1,1,96.44,West_EU,Google
363.0,119.0,2,2,119.0,Rest_of_the_world,Facebook
1038.0,142.94,1,3,142.94,West_EU,YouTube
3.0,199.49,0,1,199.49,USA/Canada/As,Google
841.0,62.58,2,4,62.58,Rest_of_the_world,LinkedIn
294.0,146.87,2,1,146.87,Rest_of_the_world,Google
2184.0,62.58,2,8,62.58,Rest_of_the_world,Other
1823.0,62.58,2,1,62.58,Rest_of_the_world,Google
174.0,62.58,2,3,62.58,Rest_of_the_world,YouTube
465.0,119.0,0,3,119.0,USA/Canada/As,YouTube
296.0,62.58,2,1,62.58,Rest_of_the_world,Google
882.0,119.0,2,4,119.0,Rest_of_the_world,LinkedIn
2213.0,185.99,2,7,185.99,Rest_of_the_world,Friend
512.0,62.58,2,8,62.58,Rest_of_the_world,Other
4573.0,179.7,1,7,179.7,West_EU,Friend
4583.0,119.05,2,6,119.05,Rest_of_the_world,Instagram
173.0,118.49,0,4,118.49,USA/Canada/As,LinkedIn
1199.0,72.57,2,4,72.57,Rest_of_the_world,LinkedIn
367.0,150.68,2,2,150.68,Rest_of_the_world,Facebook
360.0,62.58,2,5,62.58,Rest_of_the_world,Twitter
55.0,142.52,1,3,142.52,West_EU,YouTube
222.0,62.58,2,5,62.58,Rest_of_the_world,Twitter
516.0,164.0,2,8,164.0,Rest_of_the_world,Other
49.0,119.34,0,1,119.34,USA/Canada/As,Google
31.0,119.0,0,1,119.0,USA/Canada/As,Google
449.0,215.76,0,7,215.76,USA/Canada/As,Friend
70.0,141.16,2,2,141.16,Rest_of_the_world,Facebook
160.0,62.58,2,6,62.58,Rest_of_the_world,Instagram
1.0,62.58,0,4,62.58,USA/Canada/As,LinkedIn
1102.0,119.0,0,1,119.0,USA/Canada/As,Google
121.0,119.0,0,3,119.0,USA/Canada/As,YouTube
719.0,119.0,2,3,119.0,Rest_of_the_world,YouTube
2441.0,27.0,2,7,27.0,Rest_of_the_world,Friend
183.0,62.58,2,4,62.58,Rest_of_the_world,LinkedIn
4592.0,62.57,2,4,62.57,Rest_of_the_world,LinkedIn
1342.0,62.58,2,3,62.58,Rest_of_the_world,YouTube
1294.0,148.9,1,8,148.9,West_EU,Other
94.0,119.0,2,4,119.0,Rest_of_the_world,LinkedIn
524.0,146.86,1,3,146.86,West_EU,YouTube
477.0,118.77,0,1,118.77,USA/Canada/As,Google
967.0,119.0,1,8,119.0,West_EU,Other
131.0,119.0,2,3,119.0,Rest_of_the_world,YouTube
1143.0,62.58,2,1,62.58,Rest_of_the_world,Google
43.0,62.58,2,6,62.58,Rest_of_the_world,Instagram
1972.0,119.0,2,3,119.0,Rest_of_the_world,YouTube
375.0,119.0,0,1,119.0,USA/Canada/As,Google
264.0,119.0,2,3,119.0,Rest_of_the_world,YouTube
161.0,119.0,2,2,119.0,Rest_of_the_world,Facebook
1409.0,119.0,0,3,119.0,USA/Canada/As,YouTube
187.0,118.58,0,3,118.58,USA/Canada/As,YouTube
31.0,119.0,2,3,119.0,Rest_of_the_world,YouTube
982.0,119.0,2,4,119.0,Rest_of_the_world,LinkedIn
5.0,62.58,2,6,62.58,Rest_of_the_world,Instagram
4.0,119.0,2,1,119.0,Rest_of_the_world,Google
26.0,119.0,0,4,119.0,USA/Canada/As,LinkedIn
103.0,119.0,2,2,119.0,Rest_of_the_world,Facebook
